payment_id,customer_id,staff_id,rental_id,amount,payment_date
26851,415,2,7624,0.99,2020-04-27 22:06:10.996577+00
26852,415,1,7748,4.99,2020-04-28 03:20:49.996577+00
26853,415,2,8317,2.99,2020-04-29 01:07:33.996577+00
26854,415,2,9586,2.99,2020-04-30 00:35:42.996577+00
26855,415,1,9852,2.99,2020-04-30 10:20:43.996577+00
26856,416,1,3833,3.99,2020-04-06 13:46:54.996577+00
26857,416,1,3868,2.99,2020-04-06 15:22:39.996577+00
26858,416,1,6097,2.99,2020-04-11 03:50:09.996577+00
26859,416,1,6879,7.99,2020-04-12 18:06:03.996577+00
26860,416,1,7889,0.99,2020-04-28 08:11:47.996577+00
26861,416,1,7917,2.99,2020-04-28 09:25:23.996577+00
26862,416,2,8349,5.99,2020-04-29 02:18:48.996577+00
26863,416,2,8588,2.99,2020-04-29 09:50:46.996577+00
26864,416,2,8648,2.99,2020-04-29 12:24:47.996577+00
26865,416,2,9383,2.99,2020-04-30 16:53:16.996577+00
26866,417,1,3952,4.99,2020-04-06 19:19:57.996577+00
26867,417,1,4418,2.99,2020-04-07 19:33:56.996577+00
26868,417,1,4421,9.99,2020-04-07 19:36:21.996577+00
26869,417,2,6258,6.99,2020-04-11 12:52:58.996577+00
26870,417,1,6312,4.99,2020-04-11 15:47:28.996577+00
26871,417,1,8877,2.99,2020-04-29 21:43:48.996577+00
26872,417,2,9049,2.99,2020-04-30 04:25:54.996577+00
26873,418,1,3805,0.99,2020-04-06 12:37:08.996577+00
26874,418,2,4852,7.99,2020-04-08 16:11:41.996577+00
26875,418,1,4865,2.99,2020-04-08 16:37:30.996577+00
26876,418,1,4938,0.99,2020-04-08 20:01:19.996577+00
26877,418,1,6150,4.99,2020-04-11 06:52:22.996577+00
26878,418,1,6970,4.99,2020-04-26 21:54:40.996577+00
26879,418,2,8546,5.99,2020-04-29 08:37:14.996577+00
26880,418,2,8591,0.99,2020-04-29 10:00:59.996577+00
26881,418,2,8886,10.99,2020-04-29 22:04:57.996577+00
26882,418,1,9558,4.99,2020-04-29 23:43:01.996577+00
26883,419,1,3596,0.99,2020-04-06 02:31:37.996577+00
26884,419,1,3694,4.99,2020-04-06 07:29:49.996577+00
26885,419,1,4224,0.99,2020-04-07 09:52:47.996577+00
26886,419,2,5333,5.99,2020-04-09 14:28:04.996577+00
26887,419,2,5863,0.99,2020-04-10 15:53:49.996577+00
26888,419,1,5900,3.99,2020-04-10 17:50:20.996577+00
26889,419,2,5933,0.99,2020-04-10 19:35:14.996577+00
26890,419,2,6173,0.99,2020-04-11 08:01:37.996577+00
26891,419,2,6587,3.99,2020-04-12 04:24:52.996577+00
26892,419,1,7362,4.99,2020-04-27 12:26:53.996577+00
26893,419,1,7619,2.99,2020-04-27 21:54:07.996577+00
26894,419,1,7796,4.99,2020-04-28 05:08:05.996577+00
26895,419,1,10150,2.99,2020-04-30 19:50:26.996577+00
26896,420,1,4176,4.99,2020-04-07 07:32:00.996577+00
26897,420,2,5081,4.99,2020-04-09 02:53:46.996577+00
26898,420,1,5168,4.99,2020-04-09 06:48:27.996577+00
26899,420,2,5911,0.99,2020-04-10 18:20:08.996577+00
26900,420,2,6086,3.99,2020-04-11 02:57:29.996577+00
26901,420,2,6096,4.99,2020-04-11 03:46:30.996577+00
26902,420,2,6582,4.99,2020-04-12 03:56:38.996577+00
26903,420,1,6588,4.99,2020-04-12 04:26:06.996577+00
26904,420,2,7081,2.99,2020-04-27 01:54:25.996577+00
26905,420,2,8485,0.99,2020-04-29 06:21:35.996577+00
26906,420,1,9362,0.99,2020-04-30 16:12:42.996577+00
26907,421,1,3491,7.99,2020-04-05 21:09:34.996577+00
26908,421,2,3703,5.99,2020-04-06 07:43:52.996577+00
26909,421,1,3988,8.99,2020-04-06 20:59:08.996577+00
26910,421,2,4456,5.99,2020-04-07 21:13:47.996577+00
26911,421,1,6220,0.99,2020-04-11 10:50:32.996577+00
26912,421,2,6960,3.99,2020-04-26 21:36:59.996577+00
26913,421,2,7449,4.99,2020-04-27 15:46:07.996577+00
26914,421,2,8025,2.99,2020-04-28 13:31:53.996577+00
26915,421,1,8268,4.99,2020-04-28 22:51:49.996577+00
26916,421,1,8725,4.99,2020-04-29 15:37:08.996577+00
26917,421,2,9377,4.99,2020-04-30 16:40:44.996577+00
26918,421,2,9875,0.99,2020-04-30 11:06:07.996577+00
26919,421,1,10200,4.99,2020-04-30 22:07:31.996577+00
26920,422,1,3553,4.99,2020-04-06 00:04:07.996577+00
26921,422,2,4463,2.99,2020-04-07 21:33:25.996577+00
26922,422,2,4504,0.99,2020-04-07 23:47:53.996577+00
26923,422,1,5784,1.99,2020-04-10 11:31:54.996577+00
26924,422,2,7827,0.99,2020-04-28 06:05:48.996577+00
26925,422,2,8206,4.99,2020-04-28 20:48:57.996577+00
26926,422,2,9541,4.99,2020-04-29 23:08:40.996577+00
26927,423,2,4105,0.99,2020-04-07 03:59:26.996577+00
26928,423,1,4250,0.99,2020-04-07 11:36:37.996577+00
26929,423,1,4679,2.99,2020-04-08 08:01:40.996577+00
26930,423,1,6506,1.99,2020-04-12 00:56:48.996577+00
26931,423,1,7016,5.99,2020-04-26 23:43:42.996577+00
26932,423,2,7141,2.99,2020-04-27 04:23:53.996577+00
26933,423,1,7157,4.99,2020-04-27 04:48:54.996577+00
26934,423,1,7290,0.99,2020-04-27 09:57:11.996577+00
26935,423,2,7539,9.99,2020-04-27 19:08:08.996577+00
26936,423,1,7849,9.99,2020-04-28 06:58:28.996577+00
26937,423,2,8082,3.99,2020-04-28 15:36:28.996577+00
26938,423,2,8595,9.99,2020-04-29 10:16:09.996577+00
26939,423,2,9026,2.99,2020-04-30 03:23:57.996577+00
26940,424,2,3746,0.99,2020-04-06 09:39:17.996577+00
26941,424,2,4512,0.99,2020-04-08 00:07:22.996577+00
26942,424,2,4559,0.99,2020-04-08 02:25:15.996577+00
26943,424,2,4696,5.99,2020-04-08 08:40:53.996577+00
26944,424,1,5568,0.99,2020-04-10 01:05:22.996577+00
26945,424,1,5611,3.99,2020-04-10 02:42:09.996577+00
26946,424,1,6589,2.99,2020-04-12 04:34:55.996577+00
26947,424,1,7594,2.99,2020-04-27 20:59:07.996577+00
26948,424,2,8194,2.99,2020-04-28 20:20:10.996577+00
26949,424,1,8918,4.99,2020-04-29 23:24:48.996577+00
26950,424,2,8964,1.99,2020-04-30 01:18:01.996577+00
26951,424,2,8999,2.99,2020-04-30 02:24:12.996577+00
26952,424,1,9471,4.99,2020-04-30 20:31:02.996577+00
26953,424,1,9516,8.99,2020-04-30 22:09:24.996577+00
26954,424,2,9878,4.99,2020-04-30 11:10:28.996577+00
26955,424,1,10017,6.99,2020-04-30 15:41:48.996577+00
26956,425,1,3807,4.99,2020-04-06 12:40:10.996577+00
26957,425,2,4361,2.99,2020-04-07 17:01:49.996577+00
26958,425,2,4362,5.99,2020-04-07 17:03:56.996577+00
26959,425,2,4483,8.99,2020-04-07 22:31:38.996577+00
26960,425,1,4659,2.99,2020-04-08 07:21:54.996577+00
26961,425,1,4884,7.99,2020-04-08 17:17:43.996577+00
26962,425,1,4939,7.99,2020-04-08 20:03:56.996577+00
26963,425,2,5363,2.99,2020-04-09 15:47:15.996577+00
26964,425,1,5371,4.99,2020-04-09 16:16:14.996577+00
26965,425,2,6318,2.99,2020-04-11 16:16:48.996577+00
26966,425,1,6603,2.99,2020-04-12 05:21:21.996577+00
26967,425,1,7249,4.99,2020-04-27 08:08:19.996577+00
26968,425,1,8974,0.99,2020-04-30 01:37:42.996577+00
26969,425,1,9170,0.99,2020-04-30 09:03:50.996577+00
26970,425,2,9682,2.99,2020-04-30 04:15:36.996577+00
26971,425,1,10121,0.99,2020-04-30 18:53:19.996577+00
26972,425,2,10163,0.99,2020-04-30 20:41:00.996577+00
26973,426,2,4114,2.99,2020-04-07 04:19:38.996577+00
26974,426,2,4398,4.99,2020-04-07 18:47:10.996577+00
26975,426,1,4900,4.99,2020-04-08 18:06:32.996577+00
26976,426,1,5725,3.99,2020-04-10 08:49:47.996577+00
26977,426,1,7495,4.99,2020-04-27 17:29:46.996577+00
26978,426,1,7527,10.99,2020-04-27 18:42:54.996577+00
26979,426,1,7711,4.99,2020-04-28 01:55:08.996577+00
26980,426,1,7789,5.99,2020-04-28 04:50:33.996577+00
26981,426,1,9185,5.99,2020-04-30 09:39:06.996577+00
26982,426,2,9247,4.99,2020-04-30 11:42:22.996577+00
26983,426,2,10172,10.99,2020-04-30 20:58:17.996577+00
26984,427,1,4793,3.99,2020-04-08 13:58:27.996577+00
26985,427,2,5476,2.99,2020-04-09 21:05:35.996577+00
26986,427,2,5586,5.99,2020-04-10 01:45:32.996577+00
26987,427,1,6423,6.99,2020-04-11 21:15:57.996577+00
26988,427,1,6509,2.99,2020-04-12 01:03:27.996577+00
26989,427,2,6938,7.99,2020-04-26 20:44:30.996577+00
26990,427,2,8182,3.99,2020-04-28 19:47:38.996577+00
26991,427,1,8531,5.99,2020-04-29 07:54:41.996577+00
26992,427,2,8658,5.99,2020-04-29 12:45:03.996577+00
26993,427,2,9978,2.99,2020-04-30 14:28:17.996577+00
26994,428,1,3702,2.99,2020-04-06 07:42:22.996577+00
26995,428,1,3925,5.99,2020-04-06 18:10:10.996577+00
26996,428,1,4151,0.99,2020-04-07 06:17:28.996577+00
26997,428,1,5373,4.99,2020-04-09 16:17:23.996577+00
26998,428,1,6735,5.99,2020-04-12 11:36:46.996577+00
26999,428,1,7823,6.99,2020-04-28 06:01:19.996577+00
27000,428,1,8155,2.99,2020-04-28 18:25:32.996577+00
27001,428,2,8387,4.99,2020-04-29 03:15:53.996577+00
27002,428,2,8528,4.99,2020-04-29 07:52:48.996577+00
27003,428,1,9904,5.99,2020-04-30 12:02:43.996577+00
27004,428,2,9982,2.99,2020-04-30 14:37:28.996577+00
27005,429,2,5868,4.99,2020-04-10 16:07:42.996577+00
27006,429,2,6196,7.99,2020-04-11 09:34:12.996577+00
27007,429,2,6886,6.99,2020-04-12 18:26:30.996577+00
27008,429,1,6977,6.99,2020-04-26 22:09:16.996577+00
27009,429,2,7352,4.99,2020-04-27 12:06:55.996577+00
27010,429,2,8136,1.99,2020-04-28 17:34:14.996577+00
27011,429,2,8143,2.99,2020-04-28 17:51:37.996577+00
27012,429,2,8175,7.99,2020-04-28 19:06:42.996577+00
27013,429,1,9849,0.99,2020-04-30 10:13:00.996577+00
27014,430,1,5002,4.99,2020-04-08 22:45:34.996577+00
27015,430,1,5217,5.99,2020-04-09 09:25:16.996577+00
27016,430,2,5879,6.99,2020-04-10 16:41:13.996577+00
27017,430,1,5958,6.99,2020-04-10 21:00:17.996577+00
27018,430,2,6043,0.99,2020-04-11 00:46:36.996577+00
27019,430,1,8560,4.99,2020-04-29 08:55:53.996577+00
27020,430,2,9450,2.99,2020-04-30 19:32:30.996577+00
27021,431,1,4144,3.99,2020-04-07 05:54:10.996577+00
27022,431,1,4801,2.99,2020-04-08 14:20:02.996577+00
27023,431,1,4863,0.99,2020-04-08 16:31:41.996577+00
27024,431,2,7978,4.99,2020-04-28 11:44:40.996577+00
27025,431,2,8810,4.99,2020-04-29 19:13:45.996577+00
27026,432,1,4965,5.99,2020-04-08 21:15:23.996577+00
27027,432,1,4973,4.99,2020-04-08 21:26:44.996577+00
27028,432,1,5204,2.99,2020-04-09 08:22:40.996577+00
27029,432,1,5322,6.99,2020-04-09 13:56:39.996577+00
27030,432,1,5944,4.99,2020-04-10 20:20:10.996577+00
27031,432,1,5990,4.99,2020-04-10 22:31:40.996577+00
27032,432,2,7326,4.99,2020-04-27 11:19:06.996577+00
27033,432,2,7681,0.99,2020-04-28 00:35:35.996577+00
27034,432,2,8079,4.99,2020-04-28 15:27:02.996577+00
27035,432,2,8094,6.99,2020-04-28 15:58:54.996577+00
27036,432,2,9916,4.99,2020-04-30 12:23:18.996577+00
27037,432,2,9984,2.99,2020-04-30 14:40:49.996577+00
27038,433,2,4087,6.99,2020-04-07 02:59:22.996577+00
27039,433,2,4158,0.99,2020-04-07 06:34:08.996577+00
27040,433,2,4988,7.99,2020-04-08 22:14:40.996577+00
27041,433,2,5457,0.99,2020-04-09 20:01:40.996577+00
27042,433,1,5969,8.99,2020-04-10 21:31:48.996577+00
27043,433,1,6765,5.99,2020-04-12 12:59:13.996577+00
27044,433,1,6848,0.99,2020-04-12 16:52:33.996577+00
27045,433,1,6850,4.99,2020-04-12 16:59:08.996577+00
27046,433,1,7821,4.99,2020-04-28 05:59:49.996577+00
27047,433,2,7907,4.99,2020-04-28 09:00:26.996577+00
27048,433,1,8414,5.99,2020-04-29 04:17:01.996577+00
27049,433,1,8713,2.99,2020-04-29 14:59:45.996577+00
27050,433,2,9161,4.99,2020-04-30 08:47:44.996577+00
27051,433,1,9294,3.99,2020-04-30 13:43:03.996577+00
27052,434,1,4414,2.99,2020-04-07 19:28:47.996577+00
27053,434,2,4654,6.99,2020-04-08 07:16:29.996577+00
27054,434,2,4960,10.99,2020-04-08 20:55:42.996577+00
27055,434,2,5464,2.99,2020-04-09 20:26:40.996577+00
27056,434,2,6972,0.99,2020-04-26 21:59:51.996577+00
27057,434,1,7260,6.99,2020-04-27 08:37:54.996577+00
27058,434,2,7479,2.99,2020-04-27 16:46:43.996577+00
27059,434,1,8205,0.99,2020-04-28 20:47:14.996577+00
27060,434,1,9350,4.99,2020-04-30 15:52:56.996577+00
27061,435,1,3690,0.99,2020-04-06 07:14:29.996577+00
27062,435,1,3918,8.99,2020-04-06 17:54:41.996577+00
27063,435,2,5220,4.99,2020-04-09 09:27:30.996577+00
27064,435,2,6051,4.99,2020-04-11 01:15:07.996577+00
27065,435,1,6935,2.99,2020-04-26 20:41:36.996577+00
27066,435,1,8386,5.99,2020-04-29 03:13:56.996577+00
27067,435,2,8891,4.99,2020-04-29 22:15:21.996577+00
27068,435,2,9269,0.99,2020-04-30 12:30:59.996577+00
27069,435,1,9655,3.99,2020-04-30 03:26:20.996577+00
27070,435,2,9829,4.99,2020-04-30 09:27:04.996577+00
27071,436,2,3851,1.99,2020-04-06 14:22:38.996577+00
27072,436,2,3944,2.99,2020-04-06 19:02:37.996577+00
27073,436,2,4643,0.99,2020-04-08 06:42:22.996577+00
27074,436,2,4751,2.99,2020-04-08 11:36:18.996577+00
27075,436,1,4782,4.99,2020-04-08 13:37:17.996577+00
27076,436,1,5959,0.99,2020-04-10 21:04:02.996577+00
27077,436,1,7593,4.99,2020-04-27 20:57:13.996577+00
27078,436,2,8027,5.99,2020-04-28 13:38:23.996577+00
27079,436,2,8097,9.99,2020-04-28 16:01:15.996577+00
27080,436,1,9345,9.99,2020-04-30 15:42:17.996577+00
27081,436,1,9539,0.99,2020-04-29 23:04:45.996577+00
27082,436,1,9638,5.99,2020-04-30 02:58:53.996577+00
27083,436,2,10216,3.99,2020-04-30 22:34:53.996577+00
27084,437,1,3747,4.99,2020-04-06 09:39:40.996577+00
27085,437,2,4765,4.99,2020-04-08 12:37:11.996577+00
27086,437,2,5085,4.99,2020-04-09 03:05:15.996577+00
27087,437,1,5167,1.99,2020-04-09 06:47:09.996577+00
27088,437,2,5744,2.99,2020-04-10 09:36:59.996577+00
27089,437,2,5864,6.99,2020-04-10 15:58:23.996577+00
27090,437,2,8215,2.99,2020-04-28 21:12:22.996577+00
27091,437,2,9172,2.99,2020-04-30 09:05:04.996577+00
27092,437,2,9333,2.99,2020-04-30 15:22:11.996577+00
27093,437,2,10009,8.99,2020-04-30 15:28:54.996577+00
27094,438,1,4355,4.99,2020-04-07 16:49:45.996577+00
27095,438,2,4446,2.99,2020-04-07 20:40:42.996577+00
27096,438,2,5316,4.99,2020-04-09 13:38:08.996577+00
27097,438,2,5426,4.99,2020-04-09 18:33:13.996577+00
27098,438,1,5870,2.99,2020-04-10 16:08:51.996577+00
27099,438,2,6138,4.99,2020-04-11 06:04:30.996577+00
27100,438,1,6563,3.99,2020-04-12 03:02:35.996577+00
27101,438,2,6615,4.99,2020-04-12 06:04:48.996577+00
27102,438,2,7357,1.99,2020-04-27 12:16:57.996577+00
27103,438,2,7374,8.99,2020-04-27 12:49:23.996577+00
27104,438,1,7598,0.99,2020-04-27 21:04:27.996577+00
27105,438,2,8547,2.99,2020-04-29 08:38:41.996577+00
27106,438,1,9082,3.99,2020-04-30 05:39:48.996577+00
27107,438,2,9782,0.99,2020-04-30 07:42:52.996577+00
27108,439,2,3774,5.99,2020-04-06 10:53:33.996577+00
27109,439,1,4528,2.99,2020-04-08 00:53:20.996577+00
27110,439,1,4813,4.99,2020-04-08 14:38:22.996577+00
27111,439,2,5801,5.99,2020-04-10 12:27:31.996577+00
27112,439,1,5893,2.99,2020-04-10 17:33:56.996577+00
27113,439,1,6577,2.99,2020-04-12 03:43:31.996577+00
27114,439,2,6672,2.99,2020-04-12 09:17:42.996577+00
27115,439,1,8343,2.99,2020-04-29 02:13:42.996577+00
27116,439,1,8624,2.99,2020-04-29 11:24:02.996577+00
27117,439,2,8703,2.99,2020-04-29 14:41:10.996577+00
27118,439,1,9275,0.99,2020-04-30 12:37:41.996577+00
27119,439,1,9322,6.99,2020-04-30 14:50:05.996577+00
27120,440,1,4301,2.99,2020-04-07 14:05:49.996577+00
27121,440,1,4946,7.99,2020-04-08 20:14:49.996577+00
27122,440,2,5423,2.99,2020-04-09 18:25:14.996577+00
27123,440,2,5594,0.99,2020-04-10 02:02:02.996577+00
27124,440,2,5731,2.99,2020-04-10 09:00:18.996577+00
27125,440,2,5782,0.99,2020-04-10 11:21:22.996577+00
27126,440,2,7585,4.99,2020-04-27 20:46:48.996577+00
27127,440,1,7614,0.99,2020-04-27 21:43:04.996577+00
27128,440,1,7806,9.99,2020-04-28 05:26:43.996577+00
27129,440,1,9001,4.99,2020-04-30 02:28:07.996577+00
27130,440,1,9195,2.99,2020-04-30 09:58:09.996577+00
27131,440,1,9547,4.99,2020-04-29 23:21:00.996577+00
27132,441,2,3629,0.99,2020-04-06 03:51:48.996577+00
27133,441,2,3695,2.99,2020-04-06 07:30:34.996577+00
27134,441,1,4084,8.99,2020-04-07 02:44:26.996577+00
27135,441,2,4208,0.99,2020-04-07 09:02:48.996577+00
27136,441,2,5129,2.99,2020-04-09 04:56:59.996577+00
27137,441,1,5811,0.99,2020-04-10 12:55:30.996577+00
27138,441,2,6636,2.99,2020-04-12 07:18:12.996577+00
27139,441,1,6642,4.99,2020-04-12 08:06:18.996577+00
27140,441,1,6941,5.99,2020-04-26 20:47:15.996577+00
27141,441,2,8237,2.99,2020-04-28 21:58:22.996577+00
27142,441,1,8281,0.99,2020-04-28 23:14:26.996577+00
27143,441,1,8427,4.99,2020-04-29 04:37:02.996577+00
27144,441,1,8575,4.99,2020-04-29 09:21:13.996577+00
27145,441,2,8617,4.99,2020-04-29 11:14:40.996577+00
27146,441,2,9644,10.99,2020-04-30 03:09:01.996577+00
27147,441,2,9854,2.99,2020-04-30 10:28:00.996577+00
27148,441,2,10139,1.99,2020-04-30 19:30:46.996577+00
27149,442,2,3545,4.99,2020-04-05 23:44:43.996577+00
27150,442,1,3661,2.99,2020-04-06 05:38:28.996577+00
27151,442,1,4052,5.99,2020-04-07 01:06:48.996577+00
27152,442,1,4058,2.99,2020-04-07 01:31:16.996577+00
27153,442,2,4365,2.99,2020-04-07 17:16:12.996577+00
27154,442,2,4577,3.99,2020-04-08 03:27:26.996577+00
27155,442,2,6590,4.99,2020-04-12 04:36:47.996577+00
27156,442,2,6632,2.99,2020-04-12 07:01:36.996577+00
27157,442,2,7427,2.99,2020-04-27 14:48:42.996577+00
27158,442,1,7460,0.99,2020-04-27 16:10:01.996577+00
27159,442,1,7671,2.99,2020-04-28 00:16:57.996577+00
27160,442,1,8044,2.99,2020-04-28 14:17:38.996577+00
27161,442,1,8758,4.99,2020-04-29 16:49:15.996577+00
27162,442,1,9180,4.99,2020-04-30 09:31:41.996577+00
27163,442,2,9873,5.99,2020-04-30 11:00:44.996577+00
27164,442,1,10034,2.99,2020-04-30 16:13:56.996577+00
27165,443,2,3510,5.99,2020-04-05 21:56:07.996577+00
27166,443,2,6625,5.99,2020-04-12 06:35:06.996577+00
27167,443,1,6913,4.99,2020-04-12 19:46:38.996577+00
27168,443,2,6983,2.99,2020-04-26 22:23:29.996577+00
27169,443,1,7317,2.99,2020-04-27 10:48:07.996577+00
27170,443,1,7667,8.99,2020-04-28 00:05:48.996577+00
27171,443,1,7987,9.99,2020-04-28 12:05:18.996577+00
27172,443,2,9740,1.99,2020-04-30 06:36:29.996577+00
27173,443,1,10014,4.99,2020-04-30 15:39:22.996577+00
27174,443,2,10081,5.99,2020-04-30 17:36:10.996577+00
27175,444,2,3498,4.99,2020-04-05 21:30:34.996577+00
27176,444,1,3539,0.99,2020-04-05 23:07:34.996577+00
27177,444,2,4648,6.99,2020-04-08 06:59:53.996577+00
27178,444,1,5753,2.99,2020-04-10 09:58:09.996577+00
27179,444,2,5825,2.99,2020-04-10 13:48:56.996577+00
27180,444,2,6285,2.99,2020-04-11 14:20:33.996577+00
27181,444,2,7679,3.99,2020-04-28 00:27:05.996577+00
27182,444,2,9634,1.99,2020-04-30 02:34:28.996577+00
27183,445,1,4041,0.99,2020-04-07 00:31:59.996577+00
27184,445,1,4193,0.99,2020-04-07 08:25:47.996577+00
27185,445,2,5225,2.99,2020-04-09 09:38:42.996577+00
27186,445,1,6346,0.99,2020-04-11 17:37:00.996577+00
27187,445,2,7351,2.99,2020-04-27 12:06:02.996577+00
27188,445,2,7971,4.99,2020-04-28 11:29:13.996577+00
27189,445,1,8851,8.99,2020-04-29 20:54:45.996577+00
27190,445,2,8911,0.99,2020-04-29 22:59:23.996577+00
27191,445,2,9625,4.99,2020-04-30 01:59:14.996577+00
27192,445,1,10007,0.99,2020-04-30 15:23:24.996577+00
27193,446,2,4358,4.99,2020-04-07 16:55:30.996577+00
27194,446,2,5393,4.99,2020-04-09 17:03:38.996577+00
27195,446,2,5409,2.99,2020-04-09 17:45:45.996577+00
27196,446,2,6454,0.99,2020-04-11 22:28:38.996577+00
27197,446,1,6510,4.99,2020-04-12 01:04:05.996577+00
27198,446,1,6535,0.99,2020-04-12 02:12:09.996577+00
27199,446,1,6734,6.99,2020-04-12 11:32:50.996577+00
27200,446,1,7005,5.99,2020-04-26 23:07:02.996577+00
27201,446,2,7089,0.99,2020-04-27 02:12:08.996577+00
27202,446,1,7576,4.99,2020-04-27 20:23:01.996577+00
27203,446,2,8284,6.99,2020-04-28 23:25:06.996577+00
27204,446,1,8309,4.99,2020-04-29 00:50:46.996577+00
27205,446,2,8670,4.99,2020-04-29 13:17:29.996577+00
27206,446,2,8691,0.99,2020-04-29 14:09:49.996577+00
27207,446,2,8922,9.99,2020-04-29 23:36:51.996577+00
27208,446,1,8923,3.99,2020-04-29 23:37:15.996577+00
27209,446,1,9116,0.99,2020-04-30 06:48:07.996577+00
27210,447,2,4403,4.99,2020-04-07 18:58:06.996577+00
27211,447,1,4858,6.99,2020-04-08 16:21:50.996577+00
27212,447,1,5331,4.99,2020-04-09 14:22:32.996577+00
27213,447,1,5734,0.99,2020-04-10 09:05:54.996577+00
27214,447,2,5987,2.99,2020-04-10 22:23:57.996577+00
27215,447,1,6651,0.99,2020-04-12 08:25:54.996577+00
27216,447,1,6690,1.99,2020-04-12 09:51:28.996577+00
27217,447,1,8537,8.99,2020-04-29 08:13:20.996577+00
27218,447,2,8945,4.99,2020-04-30 00:40:14.996577+00
27219,447,2,9076,5.99,2020-04-30 05:26:38.996577+00
27220,447,1,9288,6.99,2020-04-30 13:25:05.996577+00
27221,448,2,3959,5.99,2020-04-06 19:36:24.996577+00
27222,448,2,3992,6.99,2020-04-06 21:05:22.996577+00
27223,448,2,4024,0.99,2020-04-06 23:39:49.996577+00
27224,448,2,4206,2.99,2020-04-07 09:00:42.996577+00
27225,448,1,4406,1.99,2020-04-07 19:03:42.996577+00
27226,448,2,4537,2.99,2020-04-08 01:17:06.996577+00
27227,448,2,4558,2.99,2020-04-08 02:23:52.996577+00
27228,448,2,6341,2.99,2020-04-11 17:16:28.996577+00
27229,448,2,6985,4.99,2020-04-26 22:26:08.996577+00
27230,448,1,9178,10.99,2020-04-30 09:27:16.996577+00
27231,449,1,3503,0.99,2020-04-05 21:45:50.996577+00
27232,449,1,3977,8.99,2020-04-06 20:29:15.996577+00
27233,449,2,4433,3.99,2020-04-07 20:14:07.996577+00
27234,449,1,5824,2.99,2020-04-10 13:48:19.996577+00
27235,449,2,7755,6.99,2020-04-28 03:50:44.996577+00
27236,449,2,7803,3.99,2020-04-28 05:20:39.996577+00
27237,449,2,8002,2.99,2020-04-28 12:39:26.996577+00
27238,449,2,10083,5.99,2020-04-30 17:38:45.996577+00
27239,450,1,3570,3.99,2020-04-06 00:52:09.996577+00
27240,450,1,5999,7.99,2020-04-10 22:49:48.996577+00
27241,450,1,6028,4.99,2020-04-11 00:00:10.996577+00
27242,450,2,7365,2.99,2020-04-27 12:28:46.996577+00
27243,450,1,7610,0.99,2020-04-27 21:40:01.996577+00
27244,450,1,7626,0.99,2020-04-27 22:17:27.996577+00
27245,450,2,8733,4.99,2020-04-29 15:55:00.996577+00
27246,451,2,3826,4.99,2020-04-06 13:20:24.996577+00
27247,451,1,4538,2.99,2020-04-08 01:24:55.996577+00
27248,451,1,4794,8.99,2020-04-08 13:58:37.996577+00
27249,451,2,4930,4.99,2020-04-08 19:44:14.996577+00
27250,451,1,5005,3.99,2020-04-08 22:50:10.996577+00
27251,451,2,5518,8.99,2020-04-09 22:43:37.996577+00
27252,451,1,7018,2.99,2020-04-26 23:48:48.996577+00
27253,452,2,3638,3.99,2020-04-06 04:36:43.996577+00
27254,452,1,3791,2.99,2020-04-06 11:53:22.996577+00
27255,452,2,3907,6.99,2020-04-06 17:07:40.996577+00
27256,452,1,4348,0.99,2020-04-07 16:30:31.996577+00
27257,452,2,4353,4.99,2020-04-07 16:47:31.996577+00
27258,452,2,4417,2.99,2020-04-07 19:33:31.996577+00
27259,452,1,4720,0.99,2020-04-08 10:03:00.996577+00
27260,452,1,5177,1.99,2020-04-09 07:11:47.996577+00
27261,452,2,5480,0.99,2020-04-09 21:17:33.996577+00
27262,452,2,6959,2.99,2020-04-26 21:36:17.996577+00
27263,452,2,7899,6.99,2020-04-28 08:38:38.996577+00
27264,452,1,8898,1.99,2020-04-29 22:30:46.996577+00
27265,452,2,9379,6.99,2020-04-30 16:41:27.996577+00
27266,453,2,3929,0.99,2020-04-06 18:21:05.996577+00
27267,453,2,4033,8.99,2020-04-07 00:04:12.996577+00
27268,453,1,4717,4.99,2020-04-08 09:51:09.996577+00
27269,453,2,4805,2.99,2020-04-08 14:27:38.996577+00
27270,453,2,5359,6.99,2020-04-09 15:39:18.996577+00
27271,453,1,6752,4.99,2020-04-12 12:21:41.996577+00
27272,453,1,7563,0.99,2020-04-27 19:54:02.996577+00
27273,453,2,9289,6.99,2020-04-30 13:25:30.996577+00
27274,453,2,9406,6.99,2020-04-30 17:52:26.996577+00
27275,453,2,9900,1.99,2020-04-30 11:43:31.996577+00
27276,454,1,3622,7.99,2020-04-06 03:33:30.996577+00
27277,454,2,4562,4.99,2020-04-08 02:36:58.996577+00
27278,454,2,5088,4.99,2020-04-09 03:13:42.996577+00
27279,454,2,5446,2.99,2020-04-09 19:28:21.996577+00
27280,454,2,6260,4.99,2020-04-11 12:54:55.996577+00
27281,454,2,6701,0.99,2020-04-12 10:16:25.996577+00
27282,454,2,8481,2.99,2020-04-29 06:14:23.996577+00
27283,454,1,8806,0.99,2020-04-29 19:05:00.996577+00
27284,454,2,9041,0.99,2020-04-30 04:01:02.996577+00
27285,454,1,9372,9.99,2020-04-30 16:32:56.996577+00
27286,454,1,10005,3.99,2020-04-30 15:22:17.996577+00
